t,h_GR,h_model
1.0927731932983247e+02,-7.3068130017627797e-01,-7.3068130017627797e-01
1.0932733183295825e+02,-7.2897179385356126e-01,-7.2897179385356126e-01
1.0937734433608402e+02,-7.2725772918061693e-01,-7.2725772918061693e-01
1.0942735683920981e+02,-7.2553911687570194e-01,-7.2553911687570194e-01
1.0947736934233559e+02,-7.2381596768550982e-01,-7.2381596768550982e-01
1.0952738184546136e+02,-7.2208829238510608e-01,-7.2208829238510608e-01
1.0957739434858715e+02,-7.2035610177785414e-01,-7.2035610177785414e-01
1.0962740685171293e+02,-7.1861940669535662e-01,-7.1861940669535662e-01
1.0967741935483872e+02,-7.1687821799738094e-01,-7.1687821799738094e-01
1.0972743185796449e+02,-7.1513254657179381e-01,-7.1513254657179381e-01
1.0977744436109028e+02,-7.1338240333449332e-01,-7.1338240333449332e-01
1.0982745686421606e+02,-7.1162779922933961e-01,-7.1162779922933961e-01
1.0987746936734185e+02,-7.0986874522808907e-01,-7.0986874522808907e-01
1.0992748187046762e+02,-7.0810525233032195e-01,-7.0810525233032195e-01
1.0997749437359340e+02,-7.0633733156337608e-01,-7.0633733156337608e-01
1.1002750687671919e+02,-7.0456499398227668e-01,-7.0456499398227668e-01
1.1007751937984497e+02,-7.0278825066966988e-01,-7.0278825066966988e-01
1.1012753188297074e+02,-7.0100711273574923e-01,-7.0100711273574923e-01
1.1017754438609653e+02,-6.9922159131818917e-01,-6.9922159131818917e-01
1.1022755688922231e+02,-6.9743169758207457e-01,-6.9743169758207457e-01
1.1027756939234810e+02,-6.9563744271983041e-01,-6.9563744271983041e-01
1.1032758189547387e+02,-6.9383883795115486e-01,-6.9383883795115486e-01
1.1037759439859965e+02,-6.9203589452294179e-01,-6.9203589452294179e-01
1.1042760690172544e+02,-6.9022862370922022e-01,-6.9022862370922022e-01
1.1047761940485121e+02,-6.8841703681107602e-01,-6.8841703681107602e-01
1.1052763190797700e+02,-6.8660114515658466e-01,-6.8660114515658466e-01
1.1057764441110278e+02,-6.8478096010073919e-01,-6.8478096010073919e-01
1.1062765691422857e+02,-6.8295649302538186e-01,-6.8295649302538186e-01
1.1067766941735434e+02,-6.8112775533912884e-01,-6.8112775533912884e-01
1.1072768192048012e+02,-6.7929475847730170e-01,-6.7929475847730170e-01
1.1077769442360591e+02,-6.7745751390185516e-01,-6.7745751390185516e-01
1.1082770692673169e+02,-6.7561603310130458e-01,-6.7561603310130458e-01
1.1087771942985746e+02,-6.7377032759065780e-01,-6.7377032759065780e-01
1.1092773193298325e+02,-6.7192040891133564e-01,-6.7192040891133564e-01
1.1097774443610903e+02,-6.7006628863110884e-01,-6.7006628863110884e-01
1.1102775693923482e+02,-6.6820797834401824e-01,-6.6820797834401824e-01
1.1107776944236059e+02,-6.6634548967030849e-01,-6.6634548967030849e-01
1.1112778194548638e+02,-6.6447883425634735e-01,-6.6447883425634735e-01
1.1117779444861216e+02,-6.6260802377456263e-01,-6.6260802377456263e-01
1.1122780695173795e+02,-6.6073306992336156e-01,-6.6073306992336156e-01
1.1127781945486372e+02,-6.5885398442706111e-01,-6.5885398442706111e-01
1.1132783195798950e+02,-6.5697077903581380e-01,-6.5697077903581380e-01
1.1137784446111529e+02,-6.5508346552553365e-01,-6.5508346552553365e-01
1.1142785696424106e+02,-6.5319205569782623e-01,-6.5319205569782623e-01
1.1147786946736684e+02,-6.5129656137990677e-01,-6.5129656137990677e-01
1.1152788197049263e+02,-6.4939699442453636e-01,-6.4939699442453636e-01
1.1157789447361841e+02,-6.4749336670993929e-01,-6.4749336670993929e-01
1.1162790697674419e+02,-6.4558569013973577e-01,-6.4558569013973577e-01
1.1167791947986997e+02,-6.4367397664285897e-01,-6.4367397664285897e-01
1.1172793198299576e+02,-6.4175823817349043e-01,-6.4175823817349043e-01
1.1177794448612154e+02,-6.3983848671097776e-01,-6.3983848671097776e-01
1.1182795698924731e+02,-6.3791473425976264e-01,-6.3791473425976264e-01
1.1187796949237310e+02,-6.3598699284930560e-01,-6.3598699284930560e-01
1.1192798199549888e+02,-6.3405527453401012e-01,-6.3405527453401012e-01
1.1197799449862467e+02,-6.3211959139314944e-01,-6.3211959139314944e-01
1.1202800700175044e+02,-6.3017995553078765e-01,-6.3017995553078765e-01
1.1207801950487622e+02,-6.2823637907570606e-01,-6.2823637907570606e-01
1.1212803200800201e+02,-6.2628887418132650e-01,-6.2628887418132650e-01
1.1217804451112778e+02,-6.2433745302563848e-01,-6.2433745302563848e-01
1.1222805701425357e+02,-6.2238212781111568e-01,-6.2238212781111568e-01
1.1227806951737935e+02,-6.2042291076464906e-01,-6.2042291076464906e-01
1.1232808202050514e+02,-6.1845981413746276e-01,-6.1845981413746276e-01
1.1237809452363091e+02,-6.1649285020504152e-01,-6.1649285020504152e-01
1.1242810702675669e+02,-6.1452203126705240e-01,-6.1452203126705240e-01
1.1247811952988248e+02,-6.1254736964726786e-01,-6.1254736964726786e-01
1.1252813203300826e+02,-6.1056887769349111e-01,-6.1056887769349111e-01
1.1257814453613403e+02,-6.0858656777747477e-01,-6.0858656777747477e-01
1.1262815703925982e+02,-6.0660045229484649e-01,-6.0660045229484649e-01
1.1267816954238560e+02,-6.0461054366502964e-01,-6.0461054366502964e-01
1.1272818204551139e+02,-6.0261685433116907e-01,-6.0261685433116907e-01
1.1277819454863716e+02,-6.0061939676004839e-01,-6.0061939676004839e-01
1.1282820705176294e+02,-5.9861818344201534e-01,-5.9861818344201534e-01
1.1287821955488873e+02,-5.9661322689090279e-01,-5.9661322689090279e-01
1.1292823205801452e+02,-5.9460453964394977e-01,-5.9460453964394977e-01
1.1297824456114029e+02,-5.9259213426172674e-01,-5.9259213426172674e-01
1.1302825706426607e+02,-5.9057602332804904e-01,-5.9057602332804904e-01
1.1307826956739186e+02,-5.8855621944990810e-01,-5.8855621944990810e-01
1.1312828207051763e+02,-5.8653273525738536e-01,-5.8653273525738536e-01
1.1317829457364341e+02,-5.8450558340357606e-01,-5.8450558340357606e-01
1.1322830707676920e+02,-5.8247477656450919e-01,-5.8247477656450919e-01
1.1327831957989498e+02,-5.8044032743907104e-01,-5.8044032743907104e-01
1.1332833208302075e+02,-5.7840224874892121e-01,-5.7840224874892121e-01
1.1337834458614654e+02,-5.7636055323841640e-01,-5.7636055323841640e-01
1.1342835708927232e+02,-5.7431525367452951e-01,-5.7431525367452951e-01
1.1347836959239811e+02,-5.7226636284676935e-01,-5.7226636284676935e-01
1.1352838209552388e+02,-5.7021389356710439e-01,-5.7021389356710439e-01
1.1357839459864967e+02,-5.6815785866987434e-01,-5.6815785866987434e-01
1.1362840710177545e+02,-5.6609827101172028e-01,-5.6609827101172028e-01
1.1367841960490124e+02,-5.6403514347149553e-01,-5.6403514347149553e-01
1.1372843210802701e+02,-5.6196848895019247e-01,-5.6196848895019247e-01
1.1377844461115279e+02,-5.5989832037085285e-01,-5.5989832037085285e-01
1.1382845711427858e+02,-5.5782465067849751e-01,-5.5782465067849751e-01
1.1387846961740436e+02,-5.5574749284003711e-01,-5.5574749284003711e-01
1.1392848212053013e+02,-5.5366685984419484e-01,-5.5366685984419484e-01
1.1397849462365592e+02,-5.5158276470142475e-01,-5.5158276470142475e-01
1.1402850712678170e+02,-5.4949522044382904e-01,-5.4949522044382904e-01
1.1407851962990748e+02,-5.4740424012508093e-01,-5.4740424012508093e-01
1.1412853213303326e+02,-5.4530983682033429e-01,-5.4530983682033429e-01
1.1417854463615905e+02,-5.4321202362615262e-01,-5.4321202362615262e-01
1.1422855713928483e+02,-5.4111081366041813e-01,-5.4111081366041813e-01
1.1427856964241060e+02,-5.3900622006225740e-01,-5.3900622006225740e-01
1.1432858214553639e+02,-5.3689825599194985e-01,-5.3689825599194985e-01
1.1437859464866217e+02,-5.3478693463085614e-01,-5.3478693463085614e-01
1.1442860715178796e+02,-5.3267226918132737e-01,-5.3267226918132737e-01
1.1447861965491373e+02,-5.3055427286662682e-01,-5.3055427286662682e-01
1.1452863215803951e+02,-5.2843295893084541e-01,-5.2843295893084541e-01
1.1457864466116530e+02,-5.2630834063881948e-01,-5.2630834063881948e-01
1.1462865716429108e+02,-5.2418043127604963e-01,-5.2418043127604963e-01
1.1467866966741686e+02,-5.2204924414861409e-01,-5.2204924414861409e-01
1.1472868217054264e+02,-5.1991479258308781e-01,-5.1991479258308781e-01
1.1477869467366843e+02,-5.1777708992645799e-01,-5.1777708992645799e-01
1.1482870717679420e+02,-5.1563614954604453e-01,-5.1563614954604453e-01
1.1487871967991998e+02,-5.1349198482940750e-01,-5.1349198482940750e-01
1.1492873218304577e+02,-5.1134460918427493e-01,-5.1134460918427493e-01
1.1497874468617155e+02,-5.0919403603844982e-01,-5.0919403603844982e-01
1.1502875718929732e+02,-5.0704027883973035e-01,-5.0704027883973035e-01
1.1507876969242311e+02,-5.0488335105582516e-01,-5.0488335105582516e-01
1.1512878219554889e+02,-5.0272326617426777e-01,-5.0272326617426777e-01
1.1517879469867468e+02,-5.0056003770233626e-01,-5.0056003770233626e-01
1.1522880720180045e+02,-4.9839367916696314e-01,-4.9839367916696314e-01
1.1527881970492624e+02,-4.9622420411465479e-01,-4.9622420411465479e-01
1.1532883220805202e+02,-4.9405162611140452e-01,-4.9405162611140452e-01
1.1537884471117781e+02,-4.9187595874261120e-01,-4.9187595874261120e-01
1.1542885721430358e+02,-4.8969721561298951e-01,-4.8969721561298951e-01
1.1547886971742936e+02,-4.8751541034648804e-01,-4.8751541034648804e-01
1.1552888222055515e+02,-4.8533055658620333e-01,-4.8533055658620333e-01
1.1557889472368093e+02,-4.8314266799429367e-01,-4.8314266799429367e-01
1.1562890722680670e+02,-4.8095175825189768e-01,-4.8095175825189768e-01
1.1567891972993249e+02,-4.7875784105904023e-01,-4.7875784105904023e-01
1.1572893223305827e+02,-4.7656093013455741e-01,-4.7656093013455741e-01
1.1577894473618404e+02,-4.7436103921600259e-01,-4.7436103921600259e-01
1.1582895723930983e+02,-4.7215818205956400e-01,-4.7215818205956400e-01
1.1587896974243561e+02,-4.6995237243997745e-01,-4.6995237243997745e-01
1.1592898224556140e+02,-4.6774362415044318e-01,-4.6774362415044318e-01
1.1597899474868717e+02,-4.6553195100253497e-01,-4.6553195100253497e-01
1.1602900725181296e+02,-4.6331736682611685e-01,-4.6331736682611685e-01
1.1607901975493874e+02,-4.6109988546925584e-01,-4.6109988546925584e-01
1.1612903225806453e+02,-4.5887952079813465e-01,-4.5887952079813465e-01
1.1617904476119030e+02,-4.5665628669696889e-01,-4.5665628669696889e-01
1.1622905726431608e+02,-4.5443019706791149e-01,-4.5443019706791149e-01
1.1627906976744187e+02,-4.5220126583097686e-01,-4.5220126583097686e-01
1.1632908227056765e+02,-4.4996950692394438e-01,-4.4996950692394438e-01
1.1637909477369342e+02,-4.4773493430227929e-01,-4.4773493430227929e-01
1.1642910727681921e+02,-4.4549756193903561e-01,-4.4549756193903561e-01
1.1647911977994499e+02,-4.4325740382478007e-01,-4.4325740382478007e-01
1.1652913228307078e+02,-4.4101447396749599e-01,-4.4101447396749599e-01
1.1657914478619655e+02,-4.3876878639249944e-01,-4.3876878639249944e-01
1.1662915728932234e+02,-4.3652035514235082e-01,-4.3652035514235082e-01
1.1667916979244812e+02,-4.3426919427676636e-01,-4.3426919427676636e-01
1.1672918229557389e+02,-4.3201531787253394e-01,-4.3201531787253394e-01
1.1677919479869968e+02,-4.2975874002341669e-01,-4.2975874002341669e-01
1.1682920730182546e+02,-4.2749947484007556e-01,-4.2749947484007556e-01
1.1687921980495125e+02,-4.2523753644997186e-01,-4.2523753644997186e-01
1.1692923230807702e+02,-4.2297293899728677e-01,-4.2297293899728677e-01
1.1697924481120280e+02,-4.2070569664282331e-01,-4.2070569664282331e-01
1.1702925731432859e+02,-4.1843582356392905e-01,-4.1843582356392905e-01
1.1707926981745437e+02,-4.1616333395439847e-01,-4.1616333395439847e-01
1.1712928232058015e+02,-4.1388824202438851e-01,-4.1388824202438851e-01
1.1717929482370593e+02,-4.1161056200032853e-01,-4.1161056200032853e-01
1.1722930732683172e+02,-4.0933030812483095e-01,-4.0933030812483095e-01
1.1727931982995750e+02,-4.0704749465660517e-01,-4.0704749465660517e-01
1.1732933233308327e+02,-4.0476213587036353e-01,-4.0476213587036353e-01
1.1737934483620906e+02,-4.0247424605673543e-01,-4.0247424605673543e-01
1.1742935733933484e+02,-4.0018383952217629e-01,-4.0018383952217629e-01
1.1747936984246061e+02,-3.9789093058888214e-01,-3.9789093058888214e-01
1.1752938234558640e+02,-3.9559553359469107e-01,-3.9559553359469107e-01
1.1757939484871218e+02,-3.9329766289300511e-01,-3.9329766289300511e-01
1.1762940735183797e+02,-3.9099733285269139e-01,-3.9099733285269139e-01
1.1767941985496374e+02,-3.8869455785799634e-01,-3.8869455785799634e-01
1.1772943235808953e+02,-3.8638935230845511e-01,-3.8638935230845511e-01
1.1777944486121531e+02,-3.8408173061880047e-01,-3.8408173061880047e-01
1.1782945736434110e+02,-3.8177170721887616e-01,-3.8177170721887616e-01
1.1787946986746687e+02,-3.7945929655354160e-01,-3.7945929655354160e-01
1.1792948237059265e+02,-3.7714451308258490e-01,-3.7714451308258490e-01
1.1797949487371844e+02,-3.7482737128063076e-01,-3.7482737128063076e-01
1.1802950737684422e+02,-3.7250788563705345e-01,-3.7250788563705345e-01
1.1807951987996999e+02,-3.7018607065588083e-01,-3.7018607065588083e-01
1.1812953238309578e+02,-3.6786194085570745e-01,-3.6786194085570745e-01
1.1817954488622156e+02,-3.6553551076960261e-01,-3.6553551076960261e-01
1.1822955738934735e+02,-3.6320679494501873e-01,-3.6320679494501873e-01
1.1827956989247312e+02,-3.6087580794370455e-01,-3.6087580794370455e-01
1.1832958239559891e+02,-3.5854256434160503e-01,-3.5854256434160503e-01
1.1837959489872469e+02,-3.5620707872878171e-01,-3.5620707872878171e-01
1.1842960740185046e+02,-3.5386936570931232e-01,-3.5386936570931232e-01
1.1847961990497625e+02,-3.5152943990120372e-01,-3.5152943990120372e-01
1.1852963240810203e+02,-3.4918731593629881e-01,-3.4918731593629881e-01
1.1857964491122782e+02,-3.4684300846018817e-01,-3.4684300846018817e-01
1.1862965741435359e+02,-3.4449653213211390e-01,-3.4449653213211390e-01
1.1867966991747937e+02,-3.4214790162488079e-01,-3.4214790162488079e-01
1.1872968242060516e+02,-3.3979713162476410e-01,-3.3979713162476410e-01
1.1877969492373094e+02,-3.3744423683141683e-01,-3.3744423683141683e-01
1.1882970742685671e+02,-3.3508923195778173e-01,-3.3508923195778173e-01
1.1887971992998250e+02,-3.3273213172999044e-01,-3.3273213172999044e-01
1.1892973243310828e+02,-3.3037295088728291e-01,-3.3037295088728291e-01
1.1897974493623407e+02,-3.2801170418190528e-01,-3.2801170418190528e-01
1.1902975743935984e+02,-3.2564840637902587e-01,-3.2564840637902587e-01
1.1907976994248563e+02,-3.2328307225663300e-01,-3.2328307225663300e-01
1.1912978244561141e+02,-3.2091571660545426e-01,-3.2091571660545426e-01
1.1917979494873720e+02,-3.1854635422885458e-01,-3.1854635422885458e-01
1.1922980745186297e+02,-3.1617499994274811e-01,-3.1617499994274811e-01
1.1927981995498875e+02,-3.1380166857550479e-01,-3.1380166857550479e-01
1.1932983245811454e+02,-3.1142637496785647e-01,-3.1142637496785647e-01
1.1937984496124031e+02,-3.0904913397280853e-01,-3.0904913397280853e-01
1.1942985746436609e+02,-3.0666996045553779e-01,-3.0666996045553779e-01
1.1947986996749188e+02,-3.0428886929331123e-01,-3.0428886929331123e-01
1.1952988247061766e+02,-3.0190587537538277e-01,-3.0190587537538277e-01
1.1957989497374344e+02,-2.9952099360290890e-01,-2.9952099360290890e-01
1.1962990747686922e+02,-2.9713423888884510e-01,-2.9713423888884510e-01
1.1967991997999501e+02,-2.9474562615786443e-01,-2.9474562615786443e-01
1.1972993248312079e+02,-2.9235517034625513e-01,-2.9235517034625513e-01
1.1977994498624656e+02,-2.8996288640183115e-01,-2.8996288640183115e-01
1.1982995748937235e+02,-2.8756878928383806e-01,-2.8756878928383806e-01
1.1987996999249813e+02,-2.8517289396285855e-01,-2.8517289396285855e-01
1.1992998249562392e+02,-2.8277521542072226e-01,-2.8277521542072226e-01
1.1997999499874969e+02,-2.8037576865040698e-01,-2.8037576865040698e-01
1.2003000750187547e+02,-2.7797456865594827e-01,-2.7797456865594827e-01
1.2008002000500126e+02,-2.7557163045234401e-01,-2.7557163045234401e-01
1.2013003250812703e+02,-2.7316696906546467e-01,-2.7316696906546467e-01
1.2018004501125282e+02,-2.7076059953195003e-01,-2.7076059953195003e-01
1.2023005751437860e+02,-2.6835253689912719e-01,-2.6835253689912719e-01
1.2028007001750439e+02,-2.6594279622490691e-01,-2.6594279622490691e-01
1.2033008252063016e+02,-2.6353139257769376e-01,-2.6353139257769376e-01
1.2038009502375594e+02,-2.6111834103629117e-01,-2.6111834103629117e-01
1.2043010752688173e+02,-2.5870365668980622e-01,-2.5870365668980622e-01
1.2048012003000751e+02,-2.5628735463755858e-01,-2.5628735463755858e-01
1.2053013253313328e+02,-2.5386944998898114e-01,-2.5386944998898114e-01
1.2058014503625907e+02,-2.5144995786352881e-01,-2.5144995786352881e-01
1.2063015753938485e+02,-2.4902889339058248e-01,-2.4902889339058248e-01
1.2068017004251064e+02,-2.4660627170935753e-01,-2.4660627170935753e-01
1.2073018254563641e+02,-2.4418210796880430e-01,-2.4418210796880430e-01
1.2078019504876220e+02,-2.4175641732751654e-01,-2.4175641732751654e-01
1.2083020755188798e+02,-2.3932921495363607e-01,-2.3932921495363607e-01
1.2088022005501377e+02,-2.3690051602475676e-01,-2.3690051602475676e-01
1.2093023255813954e+02,-2.3447033572783413e-01,-2.3447033572783413e-01
1.2098024506126532e+02,-2.3203868925908080e-01,-2.3203868925908080e-01
1.2103025756439111e+02,-2.2960559182388368e-01,-2.2960559182388368e-01
1.2108027006751688e+02,-2.2717105863669917e-01,-2.2717105863669917e-01
1.2113028257064266e+02,-2.2473510492096255e-01,-2.2473510492096255e-01
1.2118029507376845e+02,-2.2229774590899096e-01,-2.2229774590899096e-01
1.2123030757689423e+02,-2.1985899684189159e-01,-2.1985899684189159e-01
1.2128032008002000e+02,-2.1741887296946125e-01,-2.1741887296946125e-01
1.2133033258314579e+02,-2.1497738955009446e-01,-2.1497738955009446e-01
1.2138034508627157e+02,-2.1253456185068714e-01,-2.1253456185068714e-01
1.2143035758939736e+02,-2.1009040514654026e-01,-2.1009040514654026e-01
1.2148037009252313e+02,-2.0764493472126874e-01,-2.0764493472126874e-01
1.2153038259564892e+02,-2.0519816586669623e-01,-2.0519816586669623e-01
1.2158039509877470e+02,-2.0275011388277173e-01,-2.0275011388277173e-01
1.2163040760190049e+02,-2.0030079407746346e-01,-2.0030079407746346e-01
1.2168042010502626e+02,-1.9785022176667186e-01,-1.9785022176667186e-01
1.2173043260815204e+02,-1.9539841227412327e-01,-1.9539841227412327e-01
1.2178044511127783e+02,-1.9294538093128644e-01,-1.9294538093128644e-01
1.2183045761440361e+02,-1.9049114307726700e-01,-1.9049114307726700e-01
1.2188047011752938e+02,-1.8803571405871589e-01,-1.8803571405871589e-01
1.2193048262065517e+02,-1.8557910922973261e-01,-1.8557910922973261e-01
1.2198049512378095e+02,-1.8312134395176821e-01,-1.8312134395176821e-01
1.2203050762690673e+02,-1.8066243359353368e-01,-1.8066243359353368e-01
1.2208052013003251e+02,-1.7820239353089423e-01,-1.7820239353089423e-01
1.2213053263315830e+02,-1.7574123914678538e-01,-1.7574123914678538e-01
1.2218054513628408e+02,-1.7327898583110624e-01,-1.7327898583110624e-01
1.2223055763940985e+02,-1.7081564898063206e-01,-1.7081564898063206e-01
1.2228057014253564e+02,-1.6835124399890747e-01,-1.6835124399890747e-01
1.2233058264566142e+02,-1.6588578629616232e-01,-1.6588578629616232e-01
1.2238059514878721e+02,-1.6341929128920585e-01,-1.6341929128920585e-01
1.2243060765191298e+02,-1.6095177440133443e-01,-1.6095177440133443e-01
1.2248062015503876e+02,-1.5848325106223449e-01,-1.5848325106223449e-01
1.2253063265816455e+02,-1.5601373670788499e-01,-1.5601373670788499e-01
1.2258064516129033e+02,-1.5354324678046449e-01,-1.5354324678046449e-01
1.2263065766441611e+02,-1.5107179672824930e-01,-1.5107179672824930e-01
1.2268067016754189e+02,-1.4859940200552035e-01,-1.4859940200552035e-01
1.2273068267066768e+02,-1.4612607807246489e-01,-1.4612607807246489e-01
1.2278069517379345e+02,-1.4365184039508408e-01,-1.4365184039508408e-01
1.2283070767691923e+02,-1.4117670444508670e-01,-1.4117670444508670e-01
1.2288072018004502e+02,-1.3870068569980476e-01,-1.3870068569980476e-01
1.2293073268317080e+02,-1.3622379964208692e-01,-1.3622379964208692e-01
1.2298074518629657e+02,-1.3374606176020612e-01,-1.3374606176020612e-01
1.2303075768942236e+02,-1.3126748754776191e-01,-1.3126748754776191e-01
1.2308077019254814e+02,-1.2878809250358259e-01,-1.2878809250358259e-01
1.2313078269567393e+02,-1.2630789213163188e-01,-1.2630789213163188e-01
1.2318079519879970e+02,-1.2382690194090669e-01,-1.2382690194090669e-01
1.2323080770192549e+02,-1.2134513744534363e-01,-1.2134513744534363e-01
1.2328082020505127e+02,-1.1886261416372025e-01,-1.1886261416372025e-01
1.2333083270817706e+02,-1.1637934761956154e-01,-1.1637934761956154e-01
1.2338084521130283e+02,-1.1389535334103754e-01,-1.1389535334103754e-01
1.2343085771442861e+02,-1.1141064686086977e-01,-1.1141064686086977e-01
1.2348087021755440e+02,-1.0892524371623329e-01,-1.0892524371623329e-01
1.2353088272068018e+02,-1.0643915944865853e-01,-1.0643915944865853e-01
1.2358089522380595e+02,-1.0395240960393869e-01,-1.0395240960393869e-01
1.2363090772693174e+02,-1.0146500973202263e-01,-1.0146500973202263e-01
1.2368092023005752e+02,-9.8976975386930149e-02,-9.8976975386930149e-02
1.2373093273318329e+02,-9.6488322126644946e-02,-9.6488322126644946e-02
1.2378094523630908e+02,-9.3999065513021729e-02,-9.3999065513021729e-02
1.2383095773943487e+02,-9.1509221111687203e-02,-9.1509221111687203e-02
1.2388097024256065e+02,-8.9018804491946185e-02,-8.9018804491946185e-02
1.2393098274568642e+02,-8.6527831226679050e-02,-8.6527831226679050e-02
1.2398099524881221e+02,-8.4036316892247803e-02,-8.4036316892247803e-02
1.2403100775193799e+02,-8.1544277068397786e-02,-8.1544277068397786e-02
1.2408102025506378e+02,-7.9051727338159475e-02,-7.9051727338159475e-02
1.2413103275818955e+02,-7.6558683287755322e-02,-7.6558683287755322e-02
1.2418104526131533e+02,-7.4065160506492700e-02,-7.4065160506492700e-02
1.2423105776444112e+02,-7.1571174586678665e-02,-7.1571174586678665e-02
1.2428107026756690e+02,-6.9076741123511989e-02,-6.9076741123511989e-02
1.2433108277069267e+02,-6.6581875714994340e-02,-6.6581875714994340e-02
1.2438109527381846e+02,-6.4086593961822258e-02,-6.4086593961822258e-02
1.2443110777694424e+02,-6.1590911467301876e-02,-6.1590911467301876e-02
1.2448112028007003e+02,-5.9094843837241721e-02,-5.9094843837241721e-02
1.2453113278319580e+02,-5.6598406679859478e-02,-5.6598406679859478e-02
1.2458114528632159e+02,-5.4101615605683544e-02,-5.4101615605683544e-02
1.2463115778944737e+02,-5.1604486227454505e-02,-5.1604486227454505e-02
1.2468117029257314e+02,-4.9107034160031961e-02,-4.9107034160031961e-02
1.2473118279569893e+02,-4.6609275020287104e-02,-4.6609275020287104e-02
1.2478119529882471e+02,-4.4111224427017502e-02,-4.4111224427017502e-02
1.2483120780195050e+02,-4.1612898000838804e-02,-4.1612898000838804e-02
1.2488122030507627e+02,-3.9114311364095877e-02,-3.9114311364095877e-02
1.2493123280820205e+02,-3.6615480140754525e-02,-3.6615480140754525e-02
1.2498124531132784e+02,-3.4116419956316195e-02,-3.4116419956316195e-02
1.2503125781445362e+02,-3.1617146437710499e-02,-3.1617146437710499e-02
1.2508127031757940e+02,-2.9117675213201941e-02,-2.9117675213201941e-02
1.2513128282070518e+02,-2.6618021912291311e-02,-2.6618021912291311e-02
1.2518129532383097e+02,-2.4118202165617057e-02,-2.4118202165617057e-02
1.2523130782695675e+02,-2.1618231604861086e-02,-2.1618231604861086e-02
1.2528132033008252e+02,-1.9118125862645715e-02,-1.9118125862645715e-02
1.2533133283320831e+02,-1.6617900572439441e-02,-1.6617900572439441e-02
1.2538134533633409e+02,-1.4117571368457430e-02,-1.4117571368457430e-02
1.2543135783945986e+02,-1.1617153885568185e-02,-1.1617153885568185e-02
1.2548137034258565e+02,-9.1166637591860063e-03,-9.1166637591860063e-03
1.2553138284571143e+02,-6.6161166251856680e-03,-6.6161166251856680e-03
1.2558139534883722e+02,-4.1155281197948600e-03,-4.1155281197948600e-03
1.2563140785196299e+02,-1.6149138795008631e-03,-1.6149138795008631e-03
1.2568142035508878e+02,8.8571045904811707e-04,8.8571045904811707e-04
1.2573143285821456e+02,3.3863292591416192e-03,3.3863292591416192e-03
1.2578144536134035e+02,5.8869268841011489e-03,5.8869268841011489e-03
1.2583145786446612e+02,8.3874876973832873e-03,8.3874876973832873e-03
1.2588147036759190e+02,1.0887996062673917e-02,1.0887996062673917e-02
1.2593148287071769e+02,1.3388436343987769e-02,1.3388436343987769e-02
1.2598149537384347e+02,1.5888792905762651e-02,1.5888792905762651e-02
1.2603150787696924e+02,1.8389050112962543e-02,1.8389050112962543e-02
1.2608152038009503e+02,2.0889192331171806e-02,2.0889192331171806e-02
1.2613153288322081e+02,2.3389203926693854e-02,2.3389203926693854e-02
1.2618154538634660e+02,2.5889069266649783e-02,2.5889069266649783e-02
1.2623155788947237e+02,2.8388772719071687e-02,2.8388772719071687e-02
1.2628157039259816e+02,3.0888298653010182e-02,3.0888298653010182e-02
1.2633158289572394e+02,3.3387631438619711e-02,3.3387631438619711e-02
1.2638159539884971e+02,3.5886755447266057e-02,3.5886755447266057e-02
1.2643160790197550e+02,3.8385655051619616e-02,3.8385655051619616e-02
1.2648162040510128e+02,4.0884314625754890e-02,4.0884314625754890e-02
1.2653163290822707e+02,4.3382718545244683e-02,4.3382718545244683e-02
1.2658164541135284e+02,4.5880851187263073e-02,4.5880851187263073e-02
1.2663165791447862e+02,4.8378696930679602e-02,4.8378696930679602e-02
1.2668167041760441e+02,5.0876240156157812e-02,5.0876240156157812e-02
1.2673168292073019e+02,5.3373465246253825e-02,5.3373465246253825e-02
1.2678169542385596e+02,5.5870356585509540e-02,5.5870356585509540e-02
1.2683170792698175e+02,5.8366898560560057e-02,5.8366898560560057e-02
1.2688172043010753e+02,6.0863075560218895e-02,6.0863075560218895e-02
1.2693173293323332e+02,6.3358871975586234e-02,6.3358871975586234e-02
1.2698174543635909e+02,6.5854272200137648e-02,6.5854272200137648e-02
1.2703175793948488e+02,6.8349260629832376e-02,6.8349260629832376e-02
1.2708177044261066e+02,7.0843821663198428e-02,7.0843821663198428e-02
1.2713178294573645e+02,7.3337939701439939e-02,7.3337939701439939e-02
1.2718179544886222e+02,7.5831599148530257e-02,7.5831599148530257e-02
1.2723180795198800e+02,7.8324784411310341e-02,7.8324784411310341e-02
1.2728182045511379e+02,8.0817479899587194e-02,8.0817479899587194e-02
1.2733183295823956e+02,8.3309670026226870e-02,8.3309670026226870e-02
1.2738184546136534e+02,8.5801339207261754e-02,8.5801339207261754e-02
1.2743185796449113e+02,8.8292471861975502e-02,8.8292471861975502e-02
1.2748187046761691e+02,9.0783052413011225e-02,9.0783052413011225e-02
1.2753188297074269e+02,9.3273065286459955e-02,9.3273065286459955e-02
1.2758189547386847e+02,9.5762494911968671e-02,9.5762494911968671e-02
1.2763190797699426e+02,9.8251325722825272e-02,9.8251325722825272e-02
1.2768192048012004e+02,1.0073954215606570e-01,1.0073954215606570e-01
1.2773193298324581e+02,1.0322712865256674e-01,1.0322712865256674e-01
