t,h_GR,h_model
4.8362090522630659e+01,6.6200304948725819e-01,6.6200304948725819e-01
4.8412103025756444e+01,6.6012676023595840e-01,6.6012676023595840e-01
4.8462115528882222e+01,6.5824634313088837e-01,6.5824634313088837e-01
4.8512128032008007e+01,6.5636180993052695e-01,6.5636180993052695e-01
4.8562140535133786e+01,6.5447317241909242e-01,6.5447317241909242e-01
4.8612153038259564e+01,6.5258044240646707e-01,6.5258044240646707e-01
4.8662165541385349e+01,6.5068363172812371e-01,6.5068363172812371e-01
4.8712178044511127e+01,6.4878275224505355e-01,6.4878275224505355e-01
4.8762190547636912e+01,6.4687781584368931e-01,6.4687781584368931e-01
4.8812203050762690e+01,6.4496883443583231e-01,6.4496883443583231e-01
4.8862215553888475e+01,6.4305581995857775e-01,6.4305581995857775e-01
4.8912228057014254e+01,6.4113878437424077e-01,6.4113878437424077e-01
4.8962240560140039e+01,6.3921773967028006e-01,6.3921773967028006e-01
4.9012253063265817e+01,6.3729269785922482e-01,6.3729269785922482e-01
4.9062265566391602e+01,6.3536367097859747e-01,6.3536367097859747e-01
4.9112278069517380e+01,6.3343067109084084e-01,6.3343067109084084e-01
4.9162290572643165e+01,6.3149371028324019e-01,6.3149371028324019e-01
4.9212303075768943e+01,6.2955280066785013e-01,6.2955280066785013e-01
4.9262315578894729e+01,6.2760795438141692e-01,6.2760795438141692e-01
4.9312328082020507e+01,6.2565918358530315e-01,6.2565918358530315e-01
4.9362340585146292e+01,6.2370650046541198e-01,6.2370650046541198e-01
4.9412353088272070e+01,6.2174991723211159e-01,6.2174991723211159e-01
4.9462365591397848e+01,6.1978944612015707e-01,6.1978944612015707e-01
4.9512378094523633e+01,6.1782509938861496e-01,6.1782509938861496e-01
4.9562390597649411e+01,6.1585688932078753e-01,6.1585688932078753e-01
4.9612403100775197e+01,6.1388482822413348e-01,6.1388482822413348e-01
4.9662415603900975e+01,6.1190892843019395e-01,6.1190892843019395e-01
4.9712428107026760e+01,6.0992920229451253e-01,6.0992920229451253e-01
4.9762440610152538e+01,6.0794566219656088e-01,6.0794566219656088e-01
4.9812453113278323e+01,6.0595832053965859e-01,6.0595832053965859e-01
4.9862465616404101e+01,6.0396718975089725e-01,6.0396718975089725e-01
4.9912478119529887e+01,6.0197228228106225e-01,6.0197228228106225e-01
4.9962490622655665e+01,5.9997361060455567e-01,5.9997361060455567e-01
5.0012503125781450e+01,5.9797118721931664e-01,5.9797118721931664e-01
5.0062515628907228e+01,5.9596502464674539e-01,5.9596502464674539e-01
5.0112528132033013e+01,5.9395513543162237e-01,5.9395513543162237e-01
5.0162540635158791e+01,5.9194153214203260e-01,5.9194153214203260e-01
5.0212553138284576e+01,5.8992422736928407e-01,5.8992422736928407e-01
5.0262565641410355e+01,5.8790323372783237e-01,5.8790323372783237e-01
5.0312578144536140e+01,5.8587856385519888e-01,5.8587856385519888e-01
5.0362590647661918e+01,5.8385023041189288e-01,5.8385023041189288e-01
5.0412603150787696e+01,5.8181824608133292e-01,5.8181824608133292e-01
5.0462615653913481e+01,5.7978262356976640e-01,5.7978262356976640e-01
5.0512628157039259e+01,5.7774337560619171e-01,5.7774337560619171e-01
5.0562640660165044e+01,5.7570051494227648e-01,5.7570051494227648e-01
5.0612653163290823e+01,5.7365405435228001e-01,5.7365405435228001e-01
5.0662665666416608e+01,5.7160400663297140e-01,5.7160400663297140e-01
5.0712678169542386e+01,5.6955038460355156e-01,5.6955038460355156e-01
5.0762690672668171e+01,5.6749320110557089e-01,5.6749320110557089e-01
5.0812703175793949e+01,5.6543246900285127e-01,5.6543246900285127e-01
5.0862715678919734e+01,5.6336820118140363e-01,5.6336820118140363e-01
5.0912728182045512e+01,5.6130041054934821e-01,5.6130041054934821e-01
5.0962740685171298e+01,5.5922911003683362e-01,5.5922911003683362e-01
5.1012753188297076e+01,5.5715431259595749e-01,5.5715431259595749e-01
5.1062765691422861e+01,5.5507603120068227e-01,5.5507603120068227e-01
5.1112778194548639e+01,5.5299427884675789e-01,5.5299427884675789e-01
5.1162790697674424e+01,5.5090906855163679e-01,5.5090906855163679e-01
5.1212803200800202e+01,5.4882041335439624e-01,5.4882041335439624e-01
5.1262815703925980e+01,5.4672832631565327e-01,5.4672832631565327e-01
5.1312828207051766e+01,5.4463282051748507e-01,5.4463282051748507e-01
5.1362840710177544e+01,5.4253390906334753e-01,5.4253390906334753e-01
5.1412853213303329e+01,5.4043160507799182e-01,5.4043160507799182e-01
5.1462865716429107e+01,5.3832592170738303e-01,5.3832592170738303e-01
5.1512878219554892e+01,5.3621687211861779e-01,5.3621687211861779e-01
5.1562890722680670e+01,5.3410446949984314e-01,5.3410446949984314e-01
5.1612903225806456e+01,5.3198872706017142e-01,5.3198872706017142e-01
5.1662915728932234e+01,5.2986965802960106e-01,5.2986965802960106e-01
5.1712928232058019e+01,5.2774727565893031e-01,5.2774727565893031e-01
5.1762940735183797e+01,5.2562159321967794e-01,5.2562159321967794e-01
5.1812953238309582e+01,5.2349262400399654e-01,5.2349262400399654e-01
5.1862965741435360e+01,5.2136038132459317e-01,5.2136038132459317e-01
5.1912978244561145e+01,5.1922487851464305e-01,5.1922487851464305e-01
5.1962990747686923e+01,5.1708612892770756e-01,5.1708612892770756e-01
5.2013003250812709e+01,5.1494414593765059e-01,5.1494414593765059e-01
5.2063015753938487e+01,5.1279894293855566e-01,5.1279894293855566e-01
5.2113028257064265e+01,5.1065053334464050e-01,5.1065053334464050e-01
5.2163040760190050e+01,5.0849893059017393e-01,5.0849893059017393e-01
5.2213053263315828e+01,5.0634414812939321e-01,5.0634414812939321e-01
5.2263065766441613e+01,5.0418619943641729e-01,5.0418619943641729e-01
5.2313078269567391e+01,5.0202509800516515e-01,5.0202509800516515e-01
5.2363090772693177e+01,4.9986085734926894e-01,4.9986085734926894e-01
5.2413103275818955e+01,4.9769349100199234e-01,4.9769349100199234e-01
5.2463115778944740e+01,4.9552301251614311e-01,4.9552301251614311e-01
5.2513128282070518e+01,4.9334943546399002e-01,4.9334943546399002e-01
5.2563140785196303e+01,4.9117277343717708e-01,4.9117277343717708e-01
5.2613153288322081e+01,4.8899304004664040e-01,4.8899304004664040e-01
5.2663165791447867e+01,4.8681024892251984e-01,4.8681024892251984e-01
5.2713178294573645e+01,4.8462441371407750e-01,4.8462441371407750e-01
5.2763190797699430e+01,4.8243554808960881e-01,4.8243554808960881e-01
5.2813203300825208e+01,4.8024366573636029e-01,4.8024366573636029e-01
5.2863215803950993e+01,4.7804878036044096e-01,4.7804878036044096e-01
5.2913228307076771e+01,4.7585090568673960e-01,4.7585090568673960e-01
5.2963240810202556e+01,4.7365005545883637e-01,4.7365005545883637e-01
5.3013253313328335e+01,4.7144624343891828e-01,4.7144624343891828e-01
5.3063265816454113e+01,4.6923948340769261e-01,4.6923948340769261e-01
5.3113278319579898e+01,4.6702978916430088e-01,4.6702978916430088e-01
5.3163290822705676e+01,4.6481717452623345e-01,4.6481717452623345e-01
5.3213303325831461e+01,4.6260165332924086e-01,4.6260165332924086e-01
5.3263315828957239e+01,4.6038323942725029e-01,4.6038323942725029e-01
5.3313328332083024e+01,4.5816194669227572e-01,4.5816194669227572e-01
5.3363340835208803e+01,4.5593778901433446e-01,4.5593778901433446e-01
5.3413353338334588e+01,4.5371078030135709e-01,4.5371078030135709e-01
5.3463365841460366e+01,4.5148093447910354e-01,4.5148093447910354e-01
5.3513378344586151e+01,4.4924826549107344e-01,4.4924826549107344e-01
5.3563390847711929e+01,4.4701278729842042e-01,4.4701278729842042e-01
5.3613403350837714e+01,4.4477451387986400e-01,4.4477451387986400e-01
5.3663415853963492e+01,4.4253345923160370e-01,4.4253345923160370e-01
5.3713428357089278e+01,4.4028963736722904e-01,4.4028963736722904e-01
5.3763440860215056e+01,4.3804306231763462e-01,4.3804306231763462e-01
5.3813453363340841e+01,4.3579374813092958e-01,4.3579374813092958e-01
5.3863465866466619e+01,4.3354170887235283e-01,4.3354170887235283e-01
5.3913478369592397e+01,4.3128695862418220e-01,4.3128695862418220e-01
5.3963490872718182e+01,4.2902951148564783e-01,4.2902951148564783e-01
5.4013503375843960e+01,4.2676938157284483e-01,4.2676938157284483e-01
5.4063515878969746e+01,4.2450658301864308e-01,4.2450658301864308e-01
5.4113528382095524e+01,4.2224112997259994e-01,4.2224112997259994e-01
5.4163540885221309e+01,4.1997303660087143e-01,4.1997303660087143e-01
5.4213553388347087e+01,4.1770231708612499e-01,4.1770231708612499e-01
5.4263565891472872e+01,4.1542898562744801e-01,4.1542898562744801e-01
5.4313578394598650e+01,4.1315305644026235e-01,4.1315305644026235e-01
5.4363590897724436e+01,4.1087454375623217e-01,4.1087454375623217e-01
5.4413603400850214e+01,4.0859346182317813e-01,4.0859346182317813e-01
5.4463615903975999e+01,4.0630982490498513e-01,4.0630982490498513e-01
5.4513628407101777e+01,4.0402364728151630e-01,4.0402364728151630e-01
5.4563640910227562e+01,4.0173494324852099e-01,4.0173494324852099e-01
5.4613653413353340e+01,3.9944372711754672e-01,3.9944372711754672e-01
5.4663665916479125e+01,3.9715001321584925e-01,3.9715001321584925e-01
5.4713678419604904e+01,3.9485381588630430e-01,3.9485381588630430e-01
5.4763690922730682e+01,3.9255514948731568e-01,3.9255514948731568e-01
5.4813703425856467e+01,3.9025402839272644e-01,3.9025402839272644e-01
5.4863715928982245e+01,3.8795046699173047e-01,3.8795046699173047e-01
5.4913728432108030e+01,3.8564447968877952e-01,3.8564447968877952e-01
5.4963740935233808e+01,3.8333608090349647e-01,3.8333608090349647e-01
5.5013753438359593e+01,3.8102528507058181e-01,3.8102528507058181e-01
5.5063765941485372e+01,3.7871210663972676e-01,3.7871210663972676e-01
5.5113778444611157e+01,3.7639656007551991e-01,3.7639656007551991e-01
5.5163790947736935e+01,3.7407865985735866e-01,3.7407865985735866e-01
5.5213803450862720e+01,3.7175842047935742e-01,3.7175842047935742e-01
5.5263815953988498e+01,3.6943585645025906e-01,3.6943585645025906e-01
5.5313828457114283e+01,3.6711098229334121e-01,3.6711098229334121e-01
5.5363840960240061e+01,3.6478381254632847e-01,3.6478381254632847e-01
5.5413853463365847e+01,3.6245436176129847e-01,3.6245436176129847e-01
5.5463865966491625e+01,3.6012264450459414e-01,3.6012264450459414e-01
5.5513878469617410e+01,3.5778867535672931e-01,3.5778867535672931e-01
5.5563890972743188e+01,3.5545246891230070e-01,3.5545246891230070e-01
5.5613903475868973e+01,3.5311403977989397e-01,3.5311403977989397e-01
5.5663915978994751e+01,3.5077340258199391e-01,3.5077340258199391e-01
5.5713928482120529e+01,3.4843057195489258e-01,3.4843057195489258e-01
5.5763940985246315e+01,3.4608556254859751e-01,3.4608556254859751e-01
5.5813953488372093e+01,3.4373838902674153e-01,3.4373838902674153e-01
5.5863965991497878e+01,3.4138906606648839e-01,3.4138906606648839e-01
5.5913978494623656e+01,3.3903760835844410e-01,3.3903760835844410e-01
5.5963990997749441e+01,3.3668403060656193e-01,3.3668403060656193e-01
5.6014003500875219e+01,3.3432834752805368e-01,3.3432834752805368e-01
5.6064016004001004e+01,3.3197057385329437e-01,3.3197057385329437e-01
5.6114028507126783e+01,3.2961072432573335e-01,3.2961072432573335e-01
5.6164041010252568e+01,3.2724881370179948e-01,3.2724881370179948e-01
5.6214053513378346e+01,3.2488485675081014e-01,3.2488485675081014e-01
5.6264066016504131e+01,3.2251886825487824e-01,3.2251886825487824e-01
5.6314078519629909e+01,3.2015086300882156e-01,3.2015086300882156e-01
5.6364091022755694e+01,3.1778085582006710e-01,3.1778085582006710e-01
5.6414103525881472e+01,3.1540886150856196e-01,3.1540886150856196e-01
5.6464116029007258e+01,3.1303489490667730e-01,3.1303489490667730e-01
5.6514128532133036e+01,3.1065897085911892e-01,3.1065897085911892e-01
5.6564141035258814e+01,3.0828110422283145e-01,3.0828110422283145e-01
5.6614153538384599e+01,3.0590130986690683e-01,3.0590130986690683e-01
5.6664166041510377e+01,3.0351960267249256e-01,3.0351960267249256e-01
5.6714178544636162e+01,3.0113599753269604e-01,3.0113599753269604e-01
5.6764191047761940e+01,2.9875050935249320e-01,2.9875050935249320e-01
5.6814203550887726e+01,2.9636315304863436e-01,2.9636315304863436e-01
5.6864216054013504e+01,2.9397394354955286e-01,2.9397394354955286e-01
5.6914228557139289e+01,2.9158289579526842e-01,2.9158289579526842e-01
5.6964241060265067e+01,2.8919002473729744e-01,2.8919002473729744e-01
5.7014253563390852e+01,2.8679534533855588e-01,2.8679534533855588e-01
5.7064266066516630e+01,2.8439887257326929e-01,2.8439887257326929e-01
5.7114278569642416e+01,2.8200062142687549e-01,2.8200062142687549e-01
5.7164291072768194e+01,2.7960060689593458e-01,2.7960060689593458e-01
5.7214303575893979e+01,2.7719884398803202e-01,2.7719884398803202e-01
5.7264316079019757e+01,2.7479534772168640e-01,2.7479534772168640e-01
5.7314328582145542e+01,2.7239013312625487e-01,2.7239013312625487e-01
5.7364341085271320e+01,2.6998321524184088e-01,2.6998321524184088e-01
5.7414353588397098e+01,2.6757460911919728e-01,2.6757460911919728e-01
5.7464366091522884e+01,2.6516432981963384e-01,2.6516432981963384e-01
5.7514378594648662e+01,2.6275239241492410e-01,2.6275239241492410e-01
5.7564391097774447e+01,2.6033881198720826e-01,2.6033881198720826e-01
5.7614403600900225e+01,2.5792360362890232e-01,2.5792360362890232e-01
5.7664416104026010e+01,2.5550678244260000e-01,2.5550678244260000e-01
5.7714428607151788e+01,2.5308836354098224e-01,2.5308836354098224e-01
5.7764441110277573e+01,2.5066836204671922e-01,2.5066836204671922e-01
5.7814453613403352e+01,2.4824679309237768e-01,2.4824679309237768e-01
5.7864466116529137e+01,2.4582367182032555e-01,2.4582367182032555e-01
5.7914478619654915e+01,2.4339901338263886e-01,2.4339901338263886e-01
5.7964491122780700e+01,2.4097283294100394e-01,2.4097283294100394e-01
5.8014503625906478e+01,2.3854514566662618e-01,2.3854514566662618e-01
5.8064516129032263e+01,2.3611596674013166e-01,2.3611596674013166e-01
5.8114528632158041e+01,2.3368531135147563e-01,2.3368531135147563e-01
5.8164541135283827e+01,2.3125319469984412e-01,2.3125319469984412e-01
5.8214553638409605e+01,2.2881963199356239e-01,2.2881963199356239e-01
5.8264566141535390e+01,2.2638463844999673e-01,2.2638463844999673e-01
5.8314578644661168e+01,2.2394822929546102e-01,2.2394822929546102e-01
5.8364591147786946e+01,2.2151041976512120e-01,2.2151041976512120e-01
5.8414603650912731e+01,2.1907122510289950e-01,2.1907122510289950e-01
5.8464616154038509e+01,2.1663066056138075e-01,2.1663066056138075e-01
5.8514628657164295e+01,2.1418874140171421e-01,2.1418874140171421e-01
5.8564641160290073e+01,2.1174548289352133e-01,2.1174548289352133e-01
5.8614653663415858e+01,2.0930090031479706e-01,2.0930090031479706e-01
5.8664666166541636e+01,2.0685500895181760e-01,2.0685500895181760e-01
5.8714678669667421e+01,2.0440782409904137e-01,2.0440782409904137e-01
5.8764691172793199e+01,2.0195936105901696e-01,2.0195936105901696e-01
5.8814703675918985e+01,1.9950963514228423e-01,1.9950963514228423e-01
5.8864716179044763e+01,1.9705866166728050e-01,1.9705866166728050e-01
5.8914728682170548e+01,1.9460645596024367e-01,1.9460645596024367e-01
5.8964741185296326e+01,1.9215303335511835e-01,1.9215303335511835e-01
5.9014753688422111e+01,1.8969840919345676e-01,1.8969840919345676e-01
5.9064766191547889e+01,1.8724259882432640e-01,1.8724259882432640e-01
5.9114778694673674e+01,1.8478561760421042e-01,1.8478561760421042e-01
5.9164791197799453e+01,1.8232748089691531e-01,1.8232748089691531e-01
5.9214803700925231e+01,1.7986820407347157e-01,1.7986820407347157e-01
5.9264816204051016e+01,1.7740780251203905e-01,1.7740780251203905e-01
5.9314828707176794e+01,1.7494629159781200e-01,1.7494629159781200e-01
5.9364841210302579e+01,1.7248368672292025e-01,1.7248368672292025e-01
5.9414853713428357e+01,1.7002000328633482e-01,1.7002000328633482e-01
5.9464866216554142e+01,1.6755525669377058e-01,1.6755525669377058e-01
5.9514878719679920e+01,1.6508946235759184e-01,1.6508946235759184e-01
5.9564891222805706e+01,1.6262263569671276e-01,1.6262263569671276e-01
5.9614903725931484e+01,1.6015479213650452e-01,1.6015479213650452e-01
5.9664916229057269e+01,1.5768594710869541e-01,1.5768594710869541e-01
5.9714928732183047e+01,1.5521611605127766e-01,1.5521611605127766e-01
5.9764941235308832e+01,1.5274531440840761e-01,1.5274531440840761e-01
5.9814953738434610e+01,1.5027355763031250e-01,1.5027355763031250e-01
5.9864966241560396e+01,1.4780086117319083e-01,1.4780086117319083e-01
5.9914978744686174e+01,1.4532724049911749e-01,1.4532724049911749e-01
5.9964991247811959e+01,1.4285271107594613e-01,1.4285271107594613e-01
6.0015003750937737e+01,1.4037728837721428e-01,1.4037728837721428e-01
6.0065016254063515e+01,1.3790098788204391e-01,1.3790098788204391e-01
6.0115028757189300e+01,1.3542382507504594e-01,1.3542382507504594e-01
6.0165041260315078e+01,1.3294581544622477e-01,1.3294581544622477e-01
6.0215053763440864e+01,1.3046697449087827e-01,1.3046697449087827e-01
6.0265066266566642e+01,1.2798731770950456e-01,1.2798731770950456e-01
6.0315078769692427e+01,1.2550686060770133e-01,1.2550686060770133e-01
6.0365091272818205e+01,1.2302561869607266e-01,1.2302561869607266e-01
6.0415103775943990e+01,1.2054360749012873e-01,1.2054360749012873e-01
6.0465116279069768e+01,1.1806084251019069e-01,1.1806084251019069e-01
6.0515128782195553e+01,1.1557733928129268e-01,1.1557733928129268e-01
6.0565141285321332e+01,1.1309311333308655e-01,1.1309311333308655e-01
6.0615153788447117e+01,1.1060818019974160e-01,1.1060818019974160e-01
6.0665166291572895e+01,1.0812255541985102e-01,1.0812255541985102e-01
6.0715178794698680e+01,1.0563625453633121e-01,1.0563625453633121e-01
6.0765191297824458e+01,1.0314929309632807e-01,1.0314929309632807e-01
6.0815203800950243e+01,1.0066168665111629e-01,1.0066168665111629e-01
6.0865216304076021e+01,9.8173450756005601e-02,9.8173450756005601e-02
6.0915228807201807e+01,9.5684600970240480e-02,9.5684600970240480e-02
6.0965241310327585e+01,9.3195152856904523e-02,9.3195152856904523e-02
6.1015253813453363e+01,9.0705121982822781e-02,9.0705121982822781e-02
6.1065266316579148e+01,8.8214523918463933e-02,8.8214523918463933e-02
6.1115278819704926e+01,8.5723374237844679e-02,8.5723374237844679e-02
6.1165291322830711e+01,8.3231688518429284e-02,8.3231688518429284e-02
6.1215303825956489e+01,8.0739482341035701e-02,8.0739482341035701e-02
6.1265316329082275e+01,7.8246771289734604e-02,7.8246771289734604e-02
6.1315328832208053e+01,7.5753570951755472e-02,7.5753570951755472e-02
6.1365341335333838e+01,7.3259896917385575e-02,7.3259896917385575e-02
6.1415353838459616e+01,7.0765764779876034e-02,7.0765764779876034e-02
6.1465366341585401e+01,6.8271190135341248e-02,6.8271190135341248e-02
6.1515378844711179e+01,6.5776188582663070e-02,6.5776188582663070e-02
6.1565391347836965e+01,6.3280775723392441e-02,6.3280775723392441e-02
6.1615403850962743e+01,6.0784967161653568e-02,6.0784967161653568e-02
6.1665416354088528e+01,5.8288778504043286e-02,5.8288778504043286e-02
6.1715428857214306e+01,5.5792225359536964e-02,5.5792225359536964e-02
6.1765441360340091e+01,5.3295323339387392e-02,5.3295323339387392e-02
6.1815453863465869e+01,5.0798088057030691e-02,5.0798088057030691e-02
6.1865466366591647e+01,4.8300535127985586e-02,4.8300535127985586e-02
6.1915478869717433e+01,4.5802680169757075e-02,4.5802680169757075e-02
6.1965491372843211e+01,4.3304538801740129e-02,4.3304538801740129e-02
6.2015503875968996e+01,4.0806126645119331e-02,4.0806126645119331e-02
6.2065516379094774e+01,3.8307459322772977e-02,3.8307459322772977e-02
6.2115528882220559e+01,3.5808552459174525e-02,3.5808552459174525e-02
6.2165541385346337e+01,3.3309421680296623e-02,3.3309421680296623e-02
6.2215553888472122e+01,3.0810082613510325e-02,3.0810082613510325e-02
6.2265566391597901e+01,2.8310550887490901e-02,2.8310550887490901e-02
6.2315578894723686e+01,2.5810842132116579e-02,2.5810842132116579e-02
6.2365591397849464e+01,2.3310971978374336e-02,2.3310971978374336e-02
6.2415603900975249e+01,2.0810956058258633e-02,2.0810956058258633e-02
6.2465616404101027e+01,1.8310810004677186e-02,1.8310810004677186e-02
6.2515628907226812e+01,1.5810549451350128e-02,1.5810549451350128e-02
6.2565641410352590e+01,1.3310190032714015e-02,1.3310190032714015e-02
6.2615653913478376e+01,1.0809747383823178e-02,1.0809747383823178e-02
6.2665666416604154e+01,8.3092371402537276e-03,8.3092371402537276e-03
6.2715678919729932e+01,5.8086749380031185e-03,5.8086749380031185e-03
6.2765691422855717e+01,3.3080764133937121e-03,3.3080764133937121e-03
6.2815703925981495e+01,8.0745720297632859e-04,8.0745720297632859e-04
6.2865716429107280e+01,-1.6931670565706370e-03,-1.6931670565706370e-03
6.2915728932233058e+01,-4.1937807285354397e-03,-4.1937807285354397e-03
6.2965741435358844e+01,-6.6943681762743181e-03,-6.6943681762743181e-03
6.3015753938484622e+01,-9.1949137633057162e-03,-9.1949137633057162e-03
6.3065766441610407e+01,-1.1695401853411169e-02,-1.1695401853411169e-02
6.3115778944736185e+01,-1.4195816810731307e-02,-1.4195816810731307e-02
6.3165791447861970e+01,-1.6696142999864511e-02,-1.6696142999864511e-02
6.3215803950987748e+01,-1.9196364785962903e-02,-1.9196364785962903e-02
6.3265816454113533e+01,-2.1696466534833238e-02,-2.1696466534833238e-02
6.3315828957239312e+01,-2.4196432613031092e-02,-2.4196432613031092e-02
6.3365841460365097e+01,-2.6696247387962183e-02,-2.6696247387962183e-02
6.3415853963490875e+01,-2.9195895227976575e-02,-2.9195895227976575e-02
6.3465866466616660e+01,-3.1695360502469974e-02,-3.1695360502469974e-02
6.3515878969742438e+01,-3.4194627581977909e-02,-3.4194627581977909e-02
6.3565891472868223e+01,-3.6693680838276579e-02,-3.6693680838276579e-02
6.3615903975994001e+01,-3.9192504644478814e-02,-3.9192504644478814e-02
6.3665916479119780e+01,-4.1691083375132200e-02,-4.1691083375132200e-02
6.3715928982245565e+01,-4.4189401406317282e-02,-4.4189401406317282e-02
6.3765941485371343e+01,-4.6687443115743438e-02,-4.6687443115743438e-02
6.3815953988497128e+01,-4.9185192882849699e-02,-4.9185192882849699e-02
6.3865966491622906e+01,-5.1682635088898886e-02,-5.1682635088898886e-02
6.3915978994748691e+01,-5.4179754117078795e-02,-5.4179754117078795e-02
6.3965991497874469e+01,-5.6676534352596328e-02,-5.6676534352596328e-02
6.4016004001000255e+01,-5.9172960182778671e-02,-5.9172960182778671e-02
6.4066016504126040e+01,-6.1669015997167370e-02,-6.1669015997167370e-02
6.4116029007251811e+01,-6.4164686187619072e-02,-6.4164686187619072e-02
6.4166041510377596e+01,-6.6659955148401312e-02,-6.6659955148401312e-02
6.4216054013503381e+01,-6.9154807276291017e-02,-6.9154807276291017e-02
6.4266066516629166e+01,-7.1649226970670749e-02,-7.1649226970670749e-02
6.4316079019754937e+01,-7.4143198633626672e-02,-7.4143198633626672e-02
6.4366091522880723e+01,-7.6636706670049209e-02,-7.6636706670049209e-02
6.4416104026006508e+01,-7.9129735487725214e-02,-7.9129735487725214e-02
6.4466116529132279e+01,-8.1622269497438199e-02,-8.1622269497438199e-02
6.4516129032258064e+01,-8.4114293113068395e-02,-8.4114293113068395e-02
6.4566141535383849e+01,-8.6605790751684952e-02,-8.6605790751684952e-02
6.4616154038509634e+01,-8.9096746833646448e-02,-8.9096746833646448e-02
6.4666166541635405e+01,-9.1587145782698776e-02,-9.1587145782698776e-02
6.4716179044761191e+01,-9.4076972026071196e-02,-9.4076972026071196e-02
6.4766191547886976e+01,-9.6566209994574631e-02,-9.6566209994574631e-02
6.4816204051012761e+01,-9.9054844122697633e-02,-9.9054844122697633e-02
6.4866216554138532e+01,-1.0154285884870426e-01,-1.0154285884870426e-01
6.4916229057264317e+01,-1.0403023861473437e-01,-1.0403023861473437e-01
6.4966241560390102e+01,-1.0651696786689566e-01,-1.0651696786689566e-01
6.5016254063515888e+01,-1.0900303105536448e-01,-1.0900303105536448e-01
6.5066266566641659e+01,-1.1148841263448124e-01,-1.1148841263448124e-01
6.5116279069767444e+01,-1.1397309706285123e-01,-1.1397309706285123e-01
6.5166291572893229e+01,-1.1645706880343597e-01,-1.1645706880343597e-01
6.5216304076019014e+01,-1.1894031232365575e-01,-1.1894031232365575e-01
6.5266316579144785e+01,-1.2142281209548227e-01,-1.2142281209548227e-01
6.5316329082270570e+01,-1.2390455259554110e-01,-1.2390455259554110e-01
6.5366341585396356e+01,-1.2638551830520298e-01,-1.2638551830520298e-01
6.5416354088522127e+01,-1.2886569371068349e-01,-1.2886569371068349e-01
6.5466366591647912e+01,-1.3134506330314275e-01,-1.3134506330314275e-01
6.5516379094773697e+01,-1.3382361157877704e-01,-1.3382361157877704e-01
6.5566391597899482e+01,-1.3630132303891934e-01,-1.3630132303891934e-01
6.5616404101025253e+01,-1.3877818219013449e-01,-1.3877818219013449e-01
6.5666416604151038e+01,-1.4125417354431954e-01,-1.4125417354431954e-01
6.5716429107276824e+01,-1.4372928161879492e-01,-1.4372928161879492e-01
6.5766441610402609e+01,-1.4620349093640642e-01,-1.4620349093640642e-01
6.5816454113528380e+01,-1.4867678602561782e-01,-1.4867678602561782e-01
6.5866466616654165e+01,-1.5114915142061264e-01,-1.5114915142061264e-01
6.5916479119779950e+01,-1.5362057166138529e-01,-1.5362057166138529e-01
6.5966491622905735e+01,-1.5609103129384128e-01,-1.5609103129384128e-01
6.6016504126031506e+01,-1.5856051486989195e-01,-1.5856051486989195e-01
6.6066516629157292e+01,-1.6102900694755476e-01,-1.6102900694755476e-01
6.6116529132283077e+01,-1.6349649209104444e-01,-1.6349649209104444e-01
6.6166541635408862e+01,-1.6596295487087265e-01,-1.6596295487087265e-01
6.6216554138534633e+01,-1.6842837986394490e-01,-1.6842837986394490e-01
6.6266566641660418e+01,-1.7089275165365572e-01,-1.7089275165365572e-01
6.6316579144786203e+01,-1.7335605482998581e-01,-1.7335605482998581e-01
6.6366591647911974e+01,-1.7581827398959629e-01,-1.7581827398959629e-01
6.6416604151037760e+01,-1.7827939373592991e-01,-1.7827939373592991e-01
6.6466616654163545e+01,-1.8073939867930150e-01,-1.8073939867930150e-01
6.6516629157289330e+01,-1.8319827343699779e-01,-1.8319827343699779e-01
6.6566641660415101e+01,-1.8565600263337181e-01,-1.8565600263337181e-01
6.6616654163540886e+01,-1.8811257089994254e-01,-1.8811257089994254e-01
6.6666666666666671e+01,-1.9056796287548583e-01,-1.9056796287548583e-01
6.6716679169792457e+01,-1.9302216320613336e-01,-1.9302216320613336e-01
6.6766691672918228e+01,-1.9547515654546929e-01,-1.9547515654546929e-01
6.6816704176044013e+01,-1.9792692755462474e-01,-1.9792692755462474e-01
6.6866716679169798e+01,-2.0037746090237465e-01,-2.0037746090237465e-01
6.6916729182295583e+01,-2.0282674126523242e-01,-2.0282674126523242e-01
6.6966741685421354e+01,-2.0527475332754597e-01,-2.0527475332754597e-01
6.7016754188547139e+01,-2.0772148178159675e-01,-2.0772148178159675e-01
6.7066766691672925e+01,-2.1016691132769008e-01,-2.1016691132769008e-01
6.7116779194798696e+01,-2.1261102667425361e-01,-2.1261102667425361e-01
6.7166791697924481e+01,-2.1505381253793537e-01,-2.1505381253793537e-01
6.7216804201050266e+01,-2.1749525364369429e-01,-2.1749525364369429e-01
6.7266816704176051e+01,-2.1993533472489854e-01,-2.1993533472489854e-01
6.7316829207301822e+01,-2.2237404052342166e-01,-2.2237404052342166e-01
6.7366841710427607e+01,-2.2481135578973657e-01,-2.2481135578973657e-01
6.7416854213553393e+01,-2.2724726528301173e-01,-2.2724726528301173e-01
6.7466866716679178e+01,-2.2968175377120525e-01,-2.2968175377120525e-01
